,職稱,更新日期,薪資待遇,公司名稱,工作性質,公司地址
2801,Microsoft Power BI 工程師 ,11/13,待遇面議,干城數碼有限公司,全職,台北市中山區
2802,T-Database administrator ,11/15,待遇面議,緯創軟體股份有限公司,全職,台北市松山區
2803,HIL驗證工程師-E06 ,11/16,待遇面議,鴻華先進科技股份有限公司,全職,新北市新店區中興路三段三號
2804,【資訊】大數據分析人員 ,11/17,待遇面議,群益金鼎證券股份有限公司,全職,台北市松山區民生東路三段156號13F
2805,【風險諮詢】金融犯罪風險資料分析顧問 ,11/16,待遇面議,勤業眾信聯合會計師事務所,全職,台北市信義區松仁路100號20樓
2806,Showmore 軟體測試工程師 / Software Quality Engineer ,11/14,"月薪35,000~50,000元",易可思科技股份有限公司,全職,"台北市中山區Room. 2, 8F., No. 24, Jilin Rd."
2807,"Senior Software Engineer, AI Runtime ",11/06,"年薪1,500,000~3,500,000元",臺灣發展軟體科技股份有限公司,全職,台北市內湖區瑞光路
2808,後端工程師 GPT Engineer ,11/13,"月薪41,000~70,000元",數據雲科技股份有限公司,全職,台北市大安區光復南路438號
2809,電動車控制器-研發助理工程師 ,11/15,"月薪35,000~45,000元",科飛數位股份有限公司,全職,新竹縣竹東鎮新竹縣竹東鎮中興路四段195號53館410室
2810,SWRD_Software Testing Engineer 軟體測試工程師 ,11/15,待遇面議,Gogoro Taiwan Limited_睿能創意股份有限公司,全職,台北市松山區長安東路二段
2811,[開放視訊面試]昕奇雲端-程式設計師 ,11/10,待遇面議,昕奇雲端科技股份有限公司,全職,台北市內湖區瑞光路76巷33號3樓(114)
2812,【行動智慧研發處】Big Data Processing Engineer (Spark) ,11/15,待遇面議,現觀科技股份有限公司,全職,台北市中山區中山北路二段42號2樓
2813,資訊工程師 (IT Developer) ,11/14,待遇面議,法國達飛海運集團(CMA CGM)_達飛高雄貨櫃碼頭股份有限公司,全職,高雄市小港區亞太路10號
2814,雲端軟體高級工程師_E3110 ,11/17,待遇面議,Shuttle_輔信科技股份有限公司,全職,台北市內湖區瑞光路76巷30號
2815,維運值班工程師 ,11/02,"月薪40,000~50,000元",紅石資訊有限公司,全職,台北市大安區市民大道三段206號6樓
2816,網路軟體開發工程師(技術支援)-20004765 ,11/15,待遇面議,安碁資訊股份有限公司,全職,台北市信義區
2817,【RD】Windows Software Engineer ,11/14,待遇面議,宏碁股份有限公司,全職,新北市汐止區新台五路一段88號
2818,GS_ Security產品應用工程師/Product Application Engineer ,11/10,待遇面議,Zyxel Networks_兆勤科技股份有限公司(合勤集團),全職,新竹市新竹科學園區工業東九路2號
2819,全端資深工程師_資訊處(台北) ,11/13,待遇面議,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,全職,台北市內湖區瑞光路186號
2820,資訊部 應用系統開發管理工程師 Application Technical Support Engineer ,11/12,待遇面議,法商法國巴黎人壽保險股份有限公司台灣分公司,全職,台北市信義區信義路5段7號79樓
2821,程式開發工程師 ,11/16,"月薪38,000元以上",宣德智能股份有限公司,全職,高雄市岡山區本工五路3號
2822,軟體/韌體程式設計工程師 ,11/15,"月薪36,000~45,000元",恆準定位股份有限公司,全職,新竹市科學園區新安路5號4F-1
2823,研發測試工程師(研發中心) ,11/15,"月薪40,000~50,000元",彥豪金屬工業股份有限公司,全職,台中市西屯區市政北二路238號23樓B2(鼎盛大樓)
2824,技術支援類: 3DIC Product Application Engineer (歡迎具CAD/APR/EMIR/Signal integrity/RF經驗者) ,11/16,待遇面議,"Synopsys Taiwan Co., Ltd._台灣新思科技股份有限公司",全職,新竹縣竹北市
2825,工研院服科中心_資訊系統研發工程師(H100) ,11/13,待遇面議,工研院 _財團法人工業技術研究院,全職,新竹縣竹東鎮中興路四段195號52館
2826,Data scientist ,11/16,待遇面議,傑希生技股份有限公司,全職,新北市汐止區新台五路1段99號5樓
2827,資深影像辨識/深度學習工程師 (新竹) ,11/17,待遇面議,全景軟體股份有限公司,全職,新竹市新竹科學園區園區二路48號2樓
2828,深度學習開發工程師(新竹) ,11/17,待遇面議,全景軟體股份有限公司,全職,新竹市新竹科學園區園區二路48號2樓
2829,數據分析人員 ,11/16,待遇面議,悠遊卡股份有限公司,全職,台北市南港區園區街3之1號13樓
2830,MIS系統工程師 ,11/12,"月薪30,000~40,000元",漁人町創意國際有限公司,全職,台中市南屯區環中路四段2號
2831,PHP網站開發工程師[台北中山] ,11/14,"月薪45,000~60,000元",日陞空間資訊股份有限公司,全職,台北市中山區林森北路577號10樓之1
2832,資訊主管 ,11/14,待遇面議,嘉鎷興業股份有限公司,全職,台北市內湖區堤頂大道一段37號(自松山火車站步行約15分鐘)
2833,新竹 RD 後端工程師 (金流) ,11/13,"月薪40,000~85,000元",交流資服股份有限公司,全職,新竹縣竹北市縣政十一街106號2樓
2834,JR202307236_產品應用工程師-Industrial IoT(IAG)-內湖瑞光路 ,11/15,待遇面議,Advantech_研華股份有限公司,全職,台北市內湖區瑞光路26巷20弄1號
2835,資料工程師 ,11/16,待遇面議,圖靈數位股份有限公司,全職,台北市中正區中山北路一段2號11樓
2836,DevOps Engineer ,11/14,"年薪1,000,000元以上",訊能集思股份有限公司,全職,台北市信義區松仁路277號11樓
2837,【RD】Software RD Engineer ,11/14,待遇面議,宏碁股份有限公司,全職,新北市汐止區新台五路一段88號8樓(221)
2838,研發經理 R&D Manager (高雄/台中) ,11/14,"月薪75,000元以上",石敢當科技股份有限公司,全職,高雄市左營區博愛三路12號16樓
2839,數據分析助理 ,11/17,"月薪30,000~42,000元",網路中文資訊股份有限公司,全職,台北市中山區中山北路2段46號12樓
2840,Software Engineering Manager_Taoyuan (Hybrid) ,11/15,待遇面議,hyve solutions_海峰電腦股份有限公司,全職,桃園市龜山區文化二路202號4樓
2841,軟體設計資深工程師 (研發)_資訊處(台北) ,11/14,待遇面議,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,全職,台北市內湖區瑞光路186號
2842,研發工程師(機械模具) ,11/16,"月薪35,000~50,000元",亞利預鑄工業股份有限公司,全職,新北市樹林區佳園路二段3號
2843,爬蟲工程師 ,11/15,"月薪60,000~80,000元",傲特國際有限公司,全職,台中市西區英才路530號
2844,硬體工程師 ,11/16,"月薪46,000~58,000元",馬森科技股份有限公司,全職,台中市南屯區大墩五街306號
2845,08.【2023新幹班】軟體工程類 ,11/15,待遇面議,鴻海精密工業股份有限公司,全職,新北市土城區自由街2號
2846,元大證券-金融交易部-結構型商品交易員 ,11/17,待遇面議,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),全職,台北市中山區台北市南京東路二段77號8樓
2847,機器學習工程師 【資料分析應用處】 ,11/16,待遇面議,邁達特數位股份有限公司,全職,台北市內湖區台北市內湖區內湖路一段516號10樓
2848,Front end Developer 前端工程師 ,11/13,待遇面議,新加坡商威兆科技有限公司台灣分公司,全職,台北市內湖區瑞湖街
2849,【台北】可靠性工程師(DevOps/SRE) ,11/17,待遇面議,晶密股份有限公司,全職,台北市信義區松勤街86號
2850,【資訊板塊】RPA工程師 ,11/17,待遇面議,國泰世華商業銀行股份有限公司_人力資源部,全職,台北市信義區松仁路7號
2851,パソコンITエンジニア＜テストツール運用・保守管理、ハードセッティング＞　(現地採用) ,11/15,待遇面議,PEGATRON JAPAN INC._ペガトロン‧ジャパン株式会社,全職,日本東京都江東区新砂2-2-11
2852,後端工程師 _ 台達研究院 (台北) ,11/14,待遇面議,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,全職,台北市內湖區瑞光路186號
2853,工研院感測系統中心_演算法開發工程師(創新/M100) ,11/16,待遇面議,工研院 _財團法人工業技術研究院,全職,台南市安南區工業二路31號
2854,Physical Design Engineer ,11/17,待遇面議,擎亞台灣半導體股份有限公司,全職,新竹縣竹北市台元二街1號3樓之6
2855,[學生實習 Student Intern ] System Software Engineering Intern - GPU- Taipei ,11/15,待遇面議,NVIDIA_新加坡商輝達開發有限公司台灣分公司,全職,台北市內湖區台北市
2856,FPGA硬體工程師 ,11/16,待遇面議,三泰科技股份有限公司,全職,新北市新店區寶高路80號3樓(寶高智慧產業園區旁)
2857,Backend Engineer(Miin+Infodemic) ,03/22,待遇面議,Taiwan AI Labs_台智擎股份有限公司,全職,台北市大同區承德路一段70號6樓
2858,風險管理處-市場風險數據分析人員 ,11/15,待遇面議,永豐商業銀行股份有限公司,全職,台北市中山區八德路二段306號
2859,DevOps Engineer & Senior DevOps Engineer ,11/16,待遇面議,台灣資信股份有限公司,全職,台北市信義區台北市信義區信義路五段7號45樓C區
2860,自營部交易員 ,11/14,"月薪40,000~60,000元",凱基期貨股份有限公司,全職,台北市中山區明水路700號6樓(凱基金融大樓)
2861,Digital Acquisition Assistant Manager ,11/16,待遇面議,台灣美國運通國際股份有限公司,全職,台北市松山區復興北路363號12樓
2862,集團總部 | 市場部 | Growth Hacking (增長行銷) [歡迎有數據分析背景者加入] ,11/12,待遇面議,歐悅金融科技股份有限公司,全職,新北市新莊區新莊區新北大道3段7號14樓之3
2863,"[JR0022683] Business Analytics Manager, Global Consumer Analytics ",11/07,待遇面議,Yahoo_香港商雅虎資訊股份有限公司,全職,台北市南港區三重路66號14樓
2864,React前端工程師 ,11/17,待遇面議,沛然資訊有限公司,全職,台北市內湖區洲子街150號7樓
2865,虛實整合模型演算法開發工程師_智能製造平台部(台北) ,11/14,待遇面議,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,全職,台北市內湖區瑞光路186號(台北)
2866,資深PHP後端工程師 ,11/15,"月薪70,000元以上",冶金數位科技有限公司,全職,台中市西屯區市政路402號13樓之B室
2867,Node 後端工程師 ,11/14,"月薪50,000~90,000元",睿加科技股份有限公司,全職,台北市信義區基隆路1段420號13樓
2868,機房管理工程師 ,11/15,待遇面議,家崎科技股份有限公司,全職,桃園市中壢區東園二路9號
2869,F0031 - Software Engineer in Test ,10/24,待遇面議,優比快股份有限公司,全職,台北市信義區松仁路105號
2870,資料庫工程師(FAM) ,11/15,待遇面議,德義資訊股份有限公司,全職,台北市內湖區
2871,AS01168 軟體測試實習生（手機） ,09/15,"月薪27,400元",華碩電腦股份有限公司,全職,台北市北投區
2872,深度(機器)學習資料科學家(台中) ,11/13,待遇面議,慧穩科技股份有限公司,全職,台中市西屯區市政路500號7樓之6
2873,前端工程師(Frontend Engineer) ,11/09,"月薪40,000~60,000元",樂創媒體股份有限公司,全職,台北市大安區復興南路一段283號4樓
2874,【衍生性商品】交易員 ,11/17,待遇面議,群益金鼎證券股份有限公司,全職,台北市松山區民生東路三段156號13F
2875,自動化設備程式開發工程師 ,11/16,待遇面議,喬威爾科技股份有限公司,全職,桃園市八德區八德區巧克力街16-15號
2876,全端工程師 ,11/11,待遇面議,凱智綠能科技股份有限公司,全職,彰化縣埤頭鄉大湖村彰水路二段268號1樓
2877,軟體工程師 ,11/17,待遇面議,大立光電股份有限公司,全職,台中市南屯區精科路11號
2878,軟體演算法研發工程師 ,11/15,待遇面議,神盾股份有限公司,全職,台北市內湖區瑞光路360號2樓
2879,新創研發工程師 ,11/15,待遇面議,信昌明芳集團_信昌機械廠股份有限公司桃園分公司,全職,桃園市大溪區員林路三段155巷168號
2880,工研院資通所_5G/6G軟體工程師(K302) ,11/13,待遇面議,工研院 _財團法人工業技術研究院,全職,新竹縣竹東鎮中興路四段195號
2881,軟體開發實習生 Software Engineer intern【新事業開發中心(聚上雲)-雲端服務處】 ,11/16,時薪180元,邁達特數位股份有限公司,兼職 - 長期工讀,台北市內湖區內湖路一段516號10樓
2882,資料工程師 - B216 ,11/15,待遇面議,精誠資訊股份有限公司,全職,台北市內湖區瑞光路318號
2883,【iKala Cloud】(外包/兼職) 機器學習顧問 Machine Learning Consultant ,11/17,論件計酬1元以上,愛卡拉互動媒體股份有限公司,兼職 - 長期工讀,台北市信義區東興路41號10樓
2884,助理/IT前端、後端工程師儲備人才 ,11/17,"月薪32,000~60,000元",又上財務規劃顧問股份有限公司,全職,台北市中山區建國北路一段67巷21號1樓
2885,APP工程師(Android / iOS) ,10/30,待遇面議,學力創意科技股份有限公司,全職,台北市大安區信義路四段55號2樓之1
2886,全時約聘_工研院資通所金融數據資料處理工程師(T4) ,11/13,待遇面議,工研院 _財團法人工業技術研究院,全職,新竹縣竹東鎮中興路四段195號
2887,【產品處】數據應用產品 (副總監/經理/副理) ,11/14,待遇面議,域動行銷股份有限公司,全職,台北市松山區松山區南京東三段285號10樓 (安泰大樓)
2888,firmware 軟韌體開發工程師 ,04/14,待遇面議,信驊科技股份有限公司,全職,新竹市新竹市東區公道五路三段1號4樓
2889,R0034 - Antenna design engineer ,10/24,待遇面議,優比快股份有限公司,全職,台北市信義區松仁路105號
